--- Starting Multi-Seed Training for Seeds: [13039] ---

=======================================================
  Training Seed 13039 on Device: cuda
=======================================================
Seed 13039 | Epoch 05/760 | Avg R: 0.0058 | Val Loss: 0.0040 | KL: 0.0105 | LinErr: 0.943 | YawErr: 0.718 | |A|: 0.117 | R>0: 72.33% | Done: 0.00% | Sigma: 0.370 | Steps: 1310720 | Time: 16.6s
Seed 13039 | Epoch 10/760 | Avg R: 0.0045 | Val Loss: 0.0029 | KL: 0.0133 | LinErr: 0.944 | YawErr: 0.765 | |A|: 0.145 | R>0: 58.35% | Done: 0.00% | Sigma: 0.370 | Steps: 2621440 | Time: 25.1s
Seed 13039 | Epoch 15/760 | Avg R: 0.0034 | Val Loss: 0.0034 | KL: 0.0152 | LinErr: 0.979 | YawErr: 0.834 | |A|: 0.202 | R>0: 44.41% | Done: 0.40% | Sigma: 0.370 | Steps: 3932160 | Time: 33.2s
Seed 13039 | Epoch 20/760 | Avg R: 0.0020 | Val Loss: 0.0028 | KL: 0.0175 | LinErr: 1.034 | YawErr: 0.782 | |A|: 0.220 | R>0: 28.27% | Done: 1.55% | Sigma: 0.371 | Steps: 5242880 | Time: 41.9s
Seed 13039 | Epoch 25/760 | Avg R: 0.0016 | Val Loss: 0.0037 | KL: 0.0132 | LinErr: 1.077 | YawErr: 1.152 | |A|: 0.263 | R>0: 23.01% | Done: 2.99% | Sigma: 0.371 | Steps: 6553600 | Time: 50.3s
Seed 13039 | Epoch 30/760 | Avg R: 0.0012 | Val Loss: 0.0041 | KL: 0.0135 | LinErr: 1.045 | YawErr: 0.905 | |A|: 0.341 | R>0: 18.93% | Done: 3.29% | Sigma: 0.371 | Steps: 7864320 | Time: 58.3s
Seed 13039 | Epoch 35/760 | Avg R: 0.0006 | Val Loss: 0.0015 | KL: 0.0129 | LinErr: 1.097 | YawErr: 0.844 | |A|: 0.419 | R>0: 9.40% | Done: 2.53% | Sigma: 0.372 | Steps: 9175040 | Time: 68.0s
Seed 13039 | Epoch 40/760 | Avg R: 0.0008 | Val Loss: 0.0005 | KL: 0.0141 | LinErr: 1.115 | YawErr: 0.762 | |A|: 0.404 | R>0: 13.22% | Done: 4.13% | Sigma: 0.377 | Steps: 10485760 | Time: 79.5s
Seed 13039 | Epoch 45/760 | Avg R: 0.0015 | Val Loss: 0.0003 | KL: 0.0147 | LinErr: 1.085 | YawErr: 0.751 | |A|: 0.363 | R>0: 23.01% | Done: 2.92% | Sigma: 0.382 | Steps: 11796480 | Time: 91.4s
Seed 13039 | Epoch 50/760 | Avg R: 0.0018 | Val Loss: 0.0002 | KL: 0.0146 | LinErr: 1.064 | YawErr: 0.824 | |A|: 0.340 | R>0: 25.77% | Done: 2.88% | Sigma: 0.384 | Steps: 13107200 | Time: 102.8s
Seed 13039 | Epoch 55/760 | Avg R: 0.0022 | Val Loss: 0.0002 | KL: 0.0135 | LinErr: 1.042 | YawErr: 0.898 | |A|: 0.360 | R>0: 30.63% | Done: 2.51% | Sigma: 0.384 | Steps: 14417920 | Time: 112.7s
